po_id,supplier_id,product_id,plant_id,order_date,fiscal_year,fiscal_month,scheduled_delivery,actual_delivery,delay_days,quantity_ordered,unit_price_usd,total_value_usd,status,defect_rate_pct,on_time_delivery
PO001577,SUP0026,PRD0055,PLT008,2023-09-21,2023,9,2023-10-11,2023-10-11,0,2365,567.73,1342681.45,Partial,6.66,Y
PO001578,SUP0079,PRD0008,PLT003,2023-04-24,2023,4,2023-05-17,2023-05-27,10,1589,1852.87,2944210.43,Delivered,2.68,N
PO001579,SUP0016,PRD0020,PLT004,2022-12-09,2022,12,2022-12-24,2022-12-24,0,4591,343.98,1579212.18,In Transit,7.43,Y
PO001580,SUP0115,PRD0008,PLT008,2021-10-13,2021,10,2021-10-24,2021-11-05,12,224,277.29,62112.96,Cancelled,1.03,N
PO001581,SUP0025,PRD0006,PLT003,2022-11-14,2022,11,2022-12-01,2022-12-15,14,4134,582.75,2409088.5,In Transit,3.0,N
PO001582,SUP0081,PRD0034,PLT007,2021-06-09,2021,6,2021-07-17,2021-07-17,0,1131,1188.57,1344272.67,Delayed,4.67,Y
PO001583,SUP0031,PRD0022,PLT008,2022-12-24,2022,12,2023-01-21,2023-02-05,15,4308,1597.42,6881685.36,Delayed,3.56,N
PO001584,SUP0025,PRD0060,PLT008,2023-08-20,2023,8,2023-09-06,2023-10-06,30,2869,1570.2,4504903.8,Delayed,4.07,N
PO001585,SUP0083,PRD0021,PLT006,2023-02-24,2023,2,2023-03-13,2023-04-06,24,2373,76.66,181914.18,Cancelled,0.63,N
PO001586,SUP0013,PRD0053,PLT007,2022-02-12,2022,2,2022-03-07,2022-03-07,0,4464,491.36,2193431.04,Partial,6.22,Y
PO001587,SUP0079,PRD0049,PLT005,2023-07-14,2023,7,2023-08-06,2023-08-30,24,2389,1951.16,4661321.24,Delivered,3.49,N
PO001588,SUP0021,PRD0003,PLT008,2021-04-10,2021,4,2021-05-07,2021-06-04,28,455,1300.2,591591.0,In Transit,0.7,N
PO001589,SUP0082,PRD0018,PLT001,2021-03-23,2021,3,2021-04-16,2021-04-16,0,4408,1412.27,6225286.16,Cancelled,7.79,Y
PO001590,SUP0016,PRD0026,PLT004,2024-09-14,2024,9,2024-09-29,2024-10-07,8,406,333.54,135417.24,Delayed,6.7,N
PO001591,SUP0046,PRD0012,PLT005,2023-05-22,2023,5,2023-06-17,2023-07-01,14,676,1402.43,948042.68,Cancelled,5.5,N
PO001592,SUP0035,PRD0015,PLT002,2021-03-26,2021,3,2021-03-29,2021-03-29,0,2178,205.72,448058.16,In Transit,0.31,Y
PO001593,SUP0086,PRD0024,PLT003,2021-07-19,2021,7,2021-08-24,2021-08-28,4,1720,547.13,941063.6,Delivered,2.21,N
PO001594,SUP0028,PRD0046,PLT006,2021-02-15,2021,2,2021-03-29,2021-03-29,0,3252,1662.39,5406092.28,Delayed,3.52,Y
PO001595,SUP0016,PRD0026,PLT002,2021-06-16,2021,6,2021-07-01,2021-07-01,0,1930,1486.7,2869331.0,Cancelled,6.47,Y
PO001596,SUP0026,PRD0009,PLT007,2021-07-05,2021,7,2021-07-25,2021-07-25,0,1030,1299.18,1338155.4,Delayed,6.08,Y
PO001597,SUP0075,PRD0053,PLT008,2021-08-24,2021,8,2021-10-02,2021-10-02,0,4313,664.82,2867368.66,In Transit,6.86,Y
PO001598,SUP0028,PRD0038,PLT001,2024-06-17,2024,6,2024-07-29,2024-07-29,0,4305,1324.35,5701326.75,Delayed,7.39,Y
PO001599,SUP0037,PRD0034,PLT007,2023-10-12,2023,10,2023-11-05,2023-11-05,0,320,1043.53,333929.6,Cancelled,6.01,Y
PO001600,SUP0065,PRD0054,PLT001,2023-03-28,2023,3,2023-04-06,2023-04-23,17,1820,983.89,1790679.8,Delivered,4.46,N
PO001601,SUP0026,PRD0008,PLT005,2021-08-19,2021,8,2021-09-08,2021-10-04,26,2189,1623.18,3553141.02,Delivered,2.3,N
PO001602,SUP0082,PRD0006,PLT008,2021-06-24,2021,6,2021-07-18,2021-08-06,19,2213,1708.55,3781021.15,Delivered,4.57,N
PO001603,SUP0066,PRD0036,PLT005,2022-10-22,2022,10,2022-11-24,2022-11-24,0,3720,1025.29,3814078.8,Cancelled,4.91,Y
PO001604,SUP0049,PRD0006,PLT008,2024-07-03,2024,7,2024-07-07,2024-07-07,0,1924,661.1,1271956.4,Partial,3.55,Y
PO001605,SUP0087,PRD0010,PLT003,2022-01-11,2022,1,2022-02-12,2022-02-12,0,1012,1149.95,1163749.4,Delivered,0.44,Y
PO001606,SUP0109,PRD0013,PLT003,2021-05-17,2021,5,2021-06-22,2021-06-22,0,2899,129.62,375768.38,In Transit,6.06,Y
PO001607,SUP0100,PRD0026,PLT002,2023-09-02,2023,9,2023-09-10,2023-09-10,0,3587,1854.63,6652557.81,Delivered,1.9,Y
PO001608,SUP0045,PRD0032,PLT003,2021-10-03,2021,10,2021-10-20,2021-10-20,0,2253,843.39,1900157.67,In Transit,7.27,Y
PO001609,SUP0059,PRD0058,PLT008,2021-07-09,2021,7,2021-07-17,2021-08-06,20,2167,949.03,2056548.01,Delivered,5.5,N
PO001610,SUP0003,PRD0052,PLT005,2024-09-24,2024,9,2024-11-02,2024-11-02,0,336,1453.23,488285.28,In Transit,1.22,Y
PO001611,SUP0046,PRD0008,PLT001,2023-04-26,2023,4,2023-05-22,2023-05-22,0,1221,1211.53,1479278.13,Delivered,5.41,Y
PO001612,SUP0051,PRD0013,PLT008,2024-06-26,2024,6,2024-08-06,2024-08-06,0,922,199.7,184123.4,Delivered,2.96,Y
PO001613,SUP0102,PRD0002,PLT004,2021-12-25,2021,12,2022-01-15,2022-01-15,0,4875,185.47,904166.25,Delivered,4.87,Y
PO001614,SUP0091,PRD0023,PLT008,2024-09-03,2024,9,2024-09-27,2024-09-27,0,587,1900.28,1115464.36,In Transit,3.6,Y
PO001615,SUP0040,PRD0019,PLT002,2024-05-18,2024,5,2024-06-05,2024-06-05,0,3078,1452.11,4469594.58,Delivered,0.59,Y
PO001616,SUP0087,PRD0028,PLT003,2024-01-27,2024,1,2024-02-28,2024-03-15,16,547,1796.07,982450.29,Delivered,4.23,N
PO001617,SUP0029,PRD0003,PLT007,2022-04-26,2022,4,2022-05-08,2022-05-08,0,2010,1535.69,3086736.9,Delayed,4.33,Y
PO001618,SUP0118,PRD0051,PLT005,2024-12-22,2024,12,2025-01-21,2025-01-21,0,508,324.77,164983.16,Partial,0.62,Y
PO001619,SUP0098,PRD0035,PLT005,2023-01-12,2023,1,2023-02-21,2023-02-21,0,4338,1166.49,5060233.62,Delayed,4.74,Y
PO001620,SUP0027,PRD0015,PLT003,2024-11-18,2024,11,2024-11-28,2024-11-28,0,388,291.53,113113.64,Partial,4.58,Y
PO001621,SUP0037,PRD0039,PLT003,2024-10-22,2024,10,2024-11-15,2024-11-15,0,3821,1452.73,5550881.33,Delayed,3.94,Y
PO001622,SUP0110,PRD0032,PLT001,2023-08-23,2023,8,2023-09-11,2023-09-11,0,117,1623.39,189936.63,In Transit,2.67,Y
PO001623,SUP0062,PRD0020,PLT005,2022-10-19,2022,10,2022-11-26,2022-12-23,27,3539,1154.19,4084678.41,Delivered,1.05,N
PO001624,SUP0021,PRD0021,PLT006,2021-11-05,2021,11,2021-12-02,2021-12-02,0,3965,891.08,3533132.2,Cancelled,6.15,Y
PO001625,SUP0037,PRD0011,PLT004,2023-08-20,2023,8,2023-09-13,2023-09-12,-1,2674,1232.16,3294795.84,Delivered,1.79,Y
PO001626,SUP0116,PRD0048,PLT004,2024-08-24,2024,8,2024-08-28,2024-08-28,0,1845,1305.53,2408702.85,Delivered,6.5,Y
PO001627,SUP0082,PRD0024,PLT001,2021-10-18,2021,10,2021-11-11,2021-11-11,0,734,525.41,385650.94,Delayed,6.75,Y
PO001628,SUP0094,PRD0008,PLT007,2024-10-06,2024,10,2024-11-01,2024-11-01,0,1826,1871.21,3416829.46,Delivered,6.08,Y
PO001629,SUP0014,PRD0040,PLT006,2022-03-08,2022,3,2022-03-31,2022-04-13,13,2996,178.62,535145.52,Delivered,3.09,N
PO001630,SUP0116,PRD0050,PLT005,2024-09-26,2024,9,2024-09-30,2024-09-30,0,1192,1919.53,2288079.76,In Transit,3.22,Y
PO001631,SUP0061,PRD0030,PLT001,2024-08-23,2024,8,2024-10-06,2024-10-06,0,3557,660.07,2347868.99,Delayed,0.72,Y
PO001632,SUP0007,PRD0021,PLT001,2024-10-04,2024,10,2024-10-31,2024-10-31,0,1774,990.27,1756738.98,Delivered,3.96,Y
PO001633,SUP0005,PRD0057,PLT006,2024-07-09,2024,7,2024-08-03,2024-08-03,0,4227,487.2,2059394.4,Delivered,5.04,Y
PO001634,SUP0001,PRD0003,PLT003,2024-12-14,2024,12,2024-12-25,2024-12-25,0,2080,536.09,1115067.2,Partial,6.54,Y
PO001635,SUP0010,PRD0057,PLT004,2022-01-12,2022,1,2022-01-29,2022-01-29,0,2853,718.81,2050764.93,Partial,7.41,Y
PO001636,SUP0107,PRD0024,PLT005,2021-08-22,2021,8,2021-10-05,2021-10-05,0,1830,1598.21,2924724.3,Delayed,3.81,Y
PO001637,SUP0001,PRD0010,PLT002,2023-10-01,2023,10,2023-10-12,2023-10-12,0,1826,1749.81,3195153.06,Delivered,0.91,Y
PO001638,SUP0019,PRD0041,PLT008,2022-01-02,2022,1,2022-01-24,2022-01-24,0,469,1264.09,592858.21,Delivered,1.47,Y
PO001639,SUP0101,PRD0004,PLT007,2021-08-26,2021,8,2021-10-07,2021-10-22,15,2572,1801.74,4634075.28,Delayed,7.52,N
PO001640,SUP0098,PRD0045,PLT003,2021-07-08,2021,7,2021-08-17,2021-08-17,0,4799,993.21,4766414.79,In Transit,5.75,Y
PO001641,SUP0072,PRD0039,PLT008,2024-07-20,2024,7,2024-08-14,2024-08-14,0,3781,1204.51,4554252.31,Cancelled,2.99,Y
PO001642,SUP0034,PRD0039,PLT005,2024-12-18,2024,12,2025-01-04,2025-01-04,0,3457,200.76,694027.32,Delivered,2.26,Y
PO001643,SUP0035,PRD0048,PLT004,2024-07-18,2024,7,2024-07-21,2024-07-29,8,3072,900.47,2766243.84,In Transit,4.0,N
PO001644,SUP0003,PRD0017,PLT002,2024-06-21,2024,6,2024-07-30,2024-07-30,0,2900,217.63,631127.0,Delivered,2.05,Y
PO001645,SUP0005,PRD0027,PLT002,2021-08-21,2021,8,2021-09-15,2021-09-15,0,1069,1499.35,1602805.15,Delayed,6.96,Y
PO001646,SUP0097,PRD0033,PLT006,2022-09-13,2022,9,2022-10-11,2022-11-04,24,2015,317.28,639319.2,Delayed,1.67,N
PO001647,SUP0014,PRD0017,PLT008,2024-12-10,2024,12,2025-01-02,2025-01-11,9,154,78.94,12156.76,Delayed,7.92,N
PO001648,SUP0093,PRD0009,PLT008,2023-10-23,2023,10,2023-10-26,2023-11-16,21,464,1363.16,632506.24,Delayed,2.76,N
PO001649,SUP0110,PRD0035,PLT004,2022-04-01,2022,4,2022-04-20,2022-04-20,0,932,235.32,219318.24,In Transit,3.8,Y
PO001650,SUP0090,PRD0027,PLT006,2022-11-21,2022,11,2022-12-07,2022-12-07,0,1244,1872.98,2329987.12,Cancelled,3.74,Y
PO001651,SUP0090,PRD0019,PLT008,2022-09-24,2022,9,2022-10-10,2022-10-10,0,1028,1339.32,1376820.96,Partial,4.52,Y
PO001652,SUP0012,PRD0021,PLT008,2021-05-20,2021,5,2021-05-25,2021-05-25,0,635,1827.44,1160424.4,Delivered,3.07,Y
PO001653,SUP0110,PRD0031,PLT008,2024-01-05,2024,1,2024-01-24,2024-02-23,30,2496,72.56,181109.76,Delivered,7.0,N
PO001654,SUP0033,PRD0056,PLT002,2024-11-14,2024,11,2024-12-26,2024-12-26,0,448,669.98,300151.04,Delivered,0.59,Y
PO001655,SUP0114,PRD0003,PLT006,2023-10-07,2023,10,2023-10-31,2023-10-31,0,3883,1650.65,6409473.95,Delayed,7.17,Y
PO001656,SUP0006,PRD0056,PLT006,2023-05-20,2023,5,2023-05-24,2023-05-24,0,3001,891.29,2674761.29,Delayed,6.34,Y
PO001657,SUP0102,PRD0057,PLT006,2022-09-06,2022,9,2022-09-27,2022-09-27,0,3586,1155.76,4144555.36,In Transit,1.79,Y
PO001658,SUP0095,PRD0005,PLT005,2023-09-19,2023,9,2023-10-30,2023-11-29,30,1446,857.74,1240292.04,Delayed,4.33,N
PO001659,SUP0101,PRD0025,PLT002,2022-07-22,2022,7,2022-09-02,2022-09-02,0,3151,1881.04,5927157.04,Delivered,1.9,Y
PO001660,SUP0040,PRD0019,PLT005,2022-09-01,2022,9,2022-09-19,2022-09-19,0,4159,1136.14,4725206.26,Delivered,6.3,Y
PO001661,SUP0061,PRD0009,PLT007,2023-11-23,2023,11,2024-01-06,2024-01-06,0,1244,725.71,902783.24,In Transit,3.23,Y
PO001662,SUP0046,PRD0042,PLT008,2022-05-24,2022,5,2022-06-19,2022-07-13,24,844,1104.51,932206.44,Delivered,2.26,N
PO001663,SUP0101,PRD0006,PLT001,2023-05-27,2023,5,2023-07-08,2023-07-16,8,107,1775.92,190023.44,In Transit,7.09,N
PO001664,SUP0077,PRD0025,PLT005,2021-04-08,2021,4,2021-04-16,2021-04-16,0,744,1202.59,894726.96,In Transit,0.89,Y
PO001665,SUP0027,PRD0042,PLT003,2022-09-27,2022,9,2022-10-07,2022-10-07,0,3565,1978.73,7054172.45,Delivered,2.97,Y
PO001666,SUP0088,PRD0007,PLT001,2022-10-20,2022,10,2022-10-30,2022-11-05,6,3087,1398.42,4316922.54,Delayed,7.34,N
PO001667,SUP0087,PRD0036,PLT008,2022-08-11,2022,8,2022-09-12,2022-09-12,0,609,342.68,208692.12,In Transit,7.88,Y
PO001668,SUP0074,PRD0047,PLT007,2024-04-23,2024,4,2024-05-04,2024-05-04,0,720,1496.45,1077444.0,Delayed,3.38,Y
PO001669,SUP0054,PRD0026,PLT006,2024-02-28,2024,2,2024-03-28,2024-03-28,0,3385,1003.55,3397016.75,In Transit,7.11,Y
PO001670,SUP0070,PRD0014,PLT003,2021-03-07,2021,3,2021-03-29,2021-03-26,-3,3919,834.43,3270131.17,In Transit,4.56,Y
PO001671,SUP0095,PRD0004,PLT004,2023-05-09,2023,5,2023-06-19,2023-06-19,0,2880,1411.52,4065177.6,Cancelled,6.5,Y
PO001672,SUP0071,PRD0036,PLT004,2021-06-27,2021,6,2021-07-19,2021-07-30,11,539,1269.43,684222.77,In Transit,3.28,N
PO001673,SUP0033,PRD0014,PLT004,2021-08-18,2021,8,2021-09-29,2021-09-29,0,4351,146.64,638030.64,Delivered,2.09,Y
PO001674,SUP0088,PRD0002,PLT007,2024-01-23,2024,1,2024-02-02,2024-02-02,0,2885,1332.71,3844868.35,In Transit,7.51,Y
PO001675,SUP0100,PRD0043,PLT003,2022-01-09,2022,1,2022-01-17,2022-02-13,27,1440,1803.16,2596550.4,In Transit,5.33,N
PO001676,SUP0001,PRD0026,PLT008,2024-01-12,2024,1,2024-01-23,2024-02-21,29,799,167.6,133912.4,Delivered,5.67,N
PO001677,SUP0102,PRD0044,PLT002,2021-11-02,2021,11,2021-11-23,2021-12-06,13,1759,1282.87,2256568.33,Partial,3.02,N
PO001678,SUP0044,PRD0054,PLT007,2021-03-18,2021,3,2021-04-14,2021-05-02,18,1921,227.79,437584.59,Cancelled,1.95,N
PO001679,SUP0048,PRD0055,PLT006,2021-03-04,2021,3,2021-03-26,2021-04-21,26,3442,778.66,2680147.72,Partial,7.13,N
PO001680,SUP0058,PRD0054,PLT004,2021-03-21,2021,3,2021-04-18,2021-04-18,0,4210,1942.66,8178598.6,Partial,2.32,Y
PO001681,SUP0026,PRD0033,PLT006,2024-06-08,2024,6,2024-06-28,2024-06-28,0,4572,312.18,1427286.96,Cancelled,5.06,Y
PO001682,SUP0044,PRD0015,PLT002,2021-01-07,2021,1,2021-02-03,2021-02-03,0,1340,888.42,1190482.8,In Transit,7.36,Y
PO001683,SUP0065,PRD0059,PLT004,2021-09-17,2021,9,2021-09-26,2021-09-25,-1,4867,1205.66,5867947.22,Delivered,1.35,Y
PO001684,SUP0035,PRD0018,PLT001,2024-01-25,2024,1,2024-01-28,2024-01-28,0,2927,615.54,1801685.58,Cancelled,1.78,Y
PO001685,SUP0113,PRD0038,PLT001,2024-10-14,2024,10,2024-11-18,2024-11-18,0,3915,1443.51,5651341.65,Cancelled,2.25,Y
PO001686,SUP0014,PRD0039,PLT008,2023-10-07,2023,10,2023-10-30,2023-11-27,28,843,1681.09,1417158.87,Delivered,6.93,N
PO001687,SUP0104,PRD0051,PLT005,2024-09-10,2024,9,2024-09-18,2024-09-18,0,4372,779.49,3407930.28,Delivered,3.96,Y
PO001688,SUP0033,PRD0022,PLT001,2021-07-22,2021,7,2021-09-02,2021-09-02,0,1086,1042.74,1132415.64,Delivered,1.06,Y
PO001689,SUP0063,PRD0044,PLT001,2021-05-03,2021,5,2021-06-13,2021-07-09,26,4618,743.72,3434498.96,Delayed,3.96,N
PO001690,SUP0068,PRD0014,PLT004,2024-09-12,2024,9,2024-09-22,2024-09-29,7,809,657.7,532079.3,In Transit,5.31,N
PO001691,SUP0072,PRD0043,PLT001,2023-08-13,2023,8,2023-09-07,2023-09-07,0,3672,698.72,2565699.84,Cancelled,2.36,Y
PO001692,SUP0095,PRD0014,PLT008,2021-06-19,2021,6,2021-07-30,2021-07-30,0,1529,1321.81,2021047.49,In Transit,5.39,Y
PO001693,SUP0063,PRD0049,PLT008,2021-04-16,2021,4,2021-05-27,2021-05-27,0,3289,1612.24,5302657.36,Delivered,7.75,Y
PO001694,SUP0045,PRD0051,PLT003,2023-01-22,2023,1,2023-02-08,2023-02-08,0,792,1169.35,926125.2,Delivered,5.28,Y
PO001695,SUP0028,PRD0006,PLT002,2022-10-07,2022,10,2022-11-18,2022-11-30,12,789,79.95,63080.55,In Transit,1.85,N
PO001696,SUP0069,PRD0015,PLT005,2021-09-23,2021,9,2021-11-07,2021-11-07,0,1292,1155.32,1492673.44,Partial,3.18,Y
PO001697,SUP0004,PRD0027,PLT007,2024-04-04,2024,4,2024-05-12,2024-05-12,0,2538,1688.11,4284423.18,Delivered,0.29,Y
PO001698,SUP0045,PRD0043,PLT002,2023-11-09,2023,11,2023-11-26,2023-11-30,4,4610,566.34,2610827.4,In Transit,0.39,N
PO001699,SUP0060,PRD0029,PLT001,2022-09-11,2022,9,2022-09-26,2022-09-26,0,4490,874.2,3925158.0,Delivered,4.34,Y
PO001700,SUP0010,PRD0012,PLT005,2021-03-24,2021,3,2021-04-10,2021-04-10,0,2912,1692.49,4928530.88,Cancelled,3.53,Y
PO001701,SUP0074,PRD0019,PLT004,2024-06-06,2024,6,2024-06-17,2024-06-24,7,4658,51.55,240119.9,Partial,2.19,N
PO001702,SUP0056,PRD0040,PLT003,2023-09-07,2023,9,2023-10-08,2023-10-08,0,2946,700.92,2064910.32,Delivered,3.53,Y
PO001703,SUP0009,PRD0002,PLT001,2022-09-26,2022,9,2022-10-06,2022-10-17,11,1956,290.85,568902.6,Delivered,7.84,N
PO001704,SUP0009,PRD0038,PLT002,2022-12-14,2022,12,2022-12-24,2022-12-24,0,1244,1888.55,2349356.2,Delivered,3.58,Y
PO001705,SUP0060,PRD0005,PLT008,2022-05-26,2022,5,2022-06-10,2022-06-20,10,1229,226.48,278343.92,Delivered,6.08,N
PO001706,SUP0002,PRD0059,PLT001,2021-02-01,2021,2,2021-03-15,2021-03-15,0,4625,481.69,2227816.25,Delivered,4.55,Y
PO001707,SUP0039,PRD0002,PLT008,2021-06-27,2021,6,2021-08-02,2021-09-01,30,900,200.04,180036.0,Cancelled,3.91,N
PO001708,SUP0082,PRD0041,PLT003,2024-10-18,2024,10,2024-11-11,2024-11-11,0,989,34.22,33843.58,Delayed,2.14,Y
PO001709,SUP0058,PRD0046,PLT003,2022-04-10,2022,4,2022-05-08,2022-05-08,0,307,646.28,198407.96,Delayed,3.22,Y
PO001710,SUP0060,PRD0057,PLT001,2024-12-27,2024,12,2025-01-11,2025-01-11,0,3265,732.79,2392559.35,Delivered,5.72,Y
PO001711,SUP0043,PRD0053,PLT004,2021-06-16,2021,6,2021-07-01,2021-06-29,-2,178,792.93,141141.54,Delivered,1.47,Y
PO001712,SUP0077,PRD0040,PLT005,2022-08-15,2022,8,2022-08-23,2022-08-23,0,1152,1162.48,1339176.96,Cancelled,3.53,Y
PO001713,SUP0070,PRD0025,PLT006,2021-01-19,2021,1,2021-02-10,2021-02-10,0,3977,1959.09,7791300.93,Delayed,3.91,Y
PO001714,SUP0094,PRD0037,PLT007,2021-05-09,2021,5,2021-06-04,2021-06-28,24,1429,998.78,1427256.62,Cancelled,4.53,N
PO001715,SUP0118,PRD0040,PLT002,2024-02-03,2024,2,2024-03-04,2024-03-31,27,1206,1262.94,1523105.64,Delivered,7.06,N
PO001716,SUP0103,PRD0049,PLT008,2024-06-04,2024,6,2024-06-09,2024-07-02,23,3803,1881.55,7155534.65,Delivered,7.18,N
PO001717,SUP0107,PRD0003,PLT005,2021-02-05,2021,2,2021-03-21,2021-03-21,0,1737,1922.33,3339087.21,Delivered,7.26,Y
PO001718,SUP0002,PRD0033,PLT002,2021-07-23,2021,7,2021-09-03,2021-09-14,11,2226,1383.07,3078713.82,Delayed,0.03,N
PO001719,SUP0070,PRD0025,PLT006,2022-10-27,2022,10,2022-11-18,2022-11-18,0,3316,1305.74,4329833.84,Delivered,4.24,Y
PO001720,SUP0053,PRD0030,PLT007,2023-09-19,2023,9,2023-10-19,2023-10-19,0,860,795.47,684104.2,Partial,5.98,Y
PO001721,SUP0084,PRD0002,PLT006,2024-03-19,2024,3,2024-04-07,2024-04-07,0,2910,370.96,1079493.6,Partial,1.32,Y
PO001722,SUP0087,PRD0006,PLT007,2022-10-25,2022,10,2022-11-26,2022-11-26,0,1400,1200.94,1681316.0,Delayed,1.27,Y
PO001723,SUP0041,PRD0019,PLT004,2022-05-15,2022,5,2022-06-14,2022-06-14,0,3400,530.64,1804176.0,Delivered,6.86,Y
PO001724,SUP0101,PRD0016,PLT006,2023-09-18,2023,9,2023-10-30,2023-10-30,0,3383,1075.8,3639431.4,Delayed,3.51,Y
PO001725,SUP0067,PRD0012,PLT005,2023-06-08,2023,6,2023-07-03,2023-07-03,0,256,890.09,227863.04,Delivered,4.92,Y
PO001726,SUP0075,PRD0015,PLT004,2022-03-03,2022,3,2022-04-11,2022-04-06,-5,3861,252.07,973242.27,Delivered,5.97,Y
PO001727,SUP0096,PRD0031,PLT003,2021-07-18,2021,7,2021-07-28,2021-07-28,0,3171,868.03,2752523.13,Delivered,3.49,Y
PO001728,SUP0011,PRD0055,PLT008,2022-02-26,2022,2,2022-03-22,2022-03-22,0,4126,1593.41,6574409.66,Cancelled,0.1,Y
PO001729,SUP0002,PRD0023,PLT002,2023-03-17,2023,3,2023-04-28,2023-04-28,0,3674,1267.64,4657309.36,Delivered,2.84,Y
PO001730,SUP0068,PRD0040,PLT005,2021-04-10,2021,4,2021-04-20,2021-05-11,21,4658,969.36,4515278.88,Delivered,0.1,N
PO001731,SUP0040,PRD0022,PLT001,2024-08-18,2024,8,2024-09-05,2024-09-05,0,4440,1855.24,8237265.6,Delivered,4.37,Y
PO001732,SUP0063,PRD0001,PLT003,2023-08-15,2023,8,2023-09-25,2023-10-11,16,2585,1057.2,2732862.0,Partial,4.36,N
PO001733,SUP0070,PRD0051,PLT002,2024-05-27,2024,5,2024-06-18,2024-06-18,0,2454,1079.62,2649387.48,Delivered,6.72,Y
PO001734,SUP0044,PRD0049,PLT004,2022-06-07,2022,6,2022-07-04,2022-07-28,24,781,863.93,674729.33,Cancelled,7.13,N
PO001735,SUP0008,PRD0025,PLT005,2024-01-08,2024,1,2024-01-19,2024-01-19,0,2227,1538.79,3426885.33,Delivered,3.27,Y
PO001736,SUP0057,PRD0045,PLT003,2023-08-20,2023,8,2023-09-24,2023-09-24,0,3749,728.96,2732871.04,Cancelled,1.14,Y
PO001737,SUP0069,PRD0048,PLT005,2024-04-21,2024,4,2024-06-05,2024-06-05,0,3627,1170.89,4246818.03,In Transit,6.3,Y
PO001738,SUP0072,PRD0020,PLT003,2021-11-20,2021,11,2021-12-15,2021-12-15,0,2531,1449.58,3668886.98,Delivered,3.54,Y
PO001739,SUP0055,PRD0054,PLT003,2022-09-12,2022,9,2022-10-23,2022-10-24,1,4207,171.85,722972.95,Partial,5.98,N
PO001740,SUP0086,PRD0009,PLT008,2024-07-12,2024,7,2024-08-17,2024-08-23,6,3229,1977.48,6385282.92,Delivered,6.14,N
PO001741,SUP0032,PRD0058,PLT006,2023-07-26,2023,7,2023-08-02,2023-08-02,0,3641,526.09,1915493.69,In Transit,6.37,Y
PO001742,SUP0020,PRD0058,PLT006,2022-12-20,2022,12,2023-01-04,2023-01-04,0,2767,1081.69,2993036.23,Delivered,6.91,Y
PO001743,SUP0076,PRD0026,PLT005,2023-11-10,2023,11,2023-11-15,2023-12-04,19,3594,1609.49,5784507.06,Partial,7.8,N
PO001744,SUP0105,PRD0051,PLT005,2021-01-09,2021,1,2021-02-19,2021-02-19,0,3080,1181.11,3637818.8,Delivered,7.71,Y
PO001745,SUP0069,PRD0047,PLT001,2021-05-18,2021,5,2021-07-02,2021-07-02,0,3405,1786.79,6084019.95,Delivered,0.75,Y
PO001746,SUP0066,PRD0028,PLT003,2022-07-02,2022,7,2022-08-04,2022-08-10,6,1633,1678.35,2740745.55,Cancelled,2.98,N
PO001747,SUP0054,PRD0011,PLT003,2024-06-25,2024,6,2024-07-24,2024-07-24,0,2354,986.35,2321867.9,Delayed,1.01,Y
PO001748,SUP0075,PRD0010,PLT006,2021-06-24,2021,6,2021-08-02,2021-08-02,0,2854,1596.68,4556924.72,Partial,2.9,Y
PO001749,SUP0028,PRD0025,PLT001,2022-12-05,2022,12,2023-01-16,2023-01-16,0,1544,1356.28,2094096.32,Partial,4.98,Y
PO001750,SUP0015,PRD0018,PLT004,2023-08-10,2023,8,2023-09-20,2023-09-20,0,1580,1172.82,1853055.6,Delivered,1.0,Y
PO001751,SUP0079,PRD0013,PLT002,2023-12-15,2023,12,2024-01-07,2024-01-07,0,1662,410.54,682317.48,Delivered,5.03,Y
PO001752,SUP0075,PRD0056,PLT005,2024-01-21,2024,1,2024-02-29,2024-02-29,0,3499,686.72,2402833.28,Delivered,4.89,Y
PO001753,SUP0098,PRD0015,PLT004,2022-07-26,2022,7,2022-09-04,2022-09-13,9,824,550.63,453719.12,Cancelled,0.58,N
PO001754,SUP0102,PRD0031,PLT006,2022-05-18,2022,5,2022-06-08,2022-06-08,0,2170,1651.65,3584080.5,Partial,1.15,Y
PO001755,SUP0082,PRD0011,PLT008,2024-05-18,2024,5,2024-06-11,2024-06-11,0,4006,806.9,3232441.4,In Transit,4.91,Y
PO001756,SUP0032,PRD0015,PLT003,2024-02-18,2024,2,2024-02-25,2024-02-25,0,3012,720.81,2171079.72,Cancelled,1.55,Y
PO001757,SUP0101,PRD0023,PLT003,2023-08-28,2023,8,2023-10-09,2023-10-10,1,4487,1624.27,7288099.49,In Transit,1.58,N
PO001758,SUP0082,PRD0060,PLT002,2023-05-06,2023,5,2023-05-30,2023-06-24,25,3151,757.12,2385685.12,Delayed,1.34,N
PO001759,SUP0103,PRD0060,PLT006,2022-01-10,2022,1,2022-01-15,2022-01-15,0,3714,780.04,2897068.56,Cancelled,0.23,Y
PO001760,SUP0029,PRD0050,PLT007,2023-05-06,2023,5,2023-05-18,2023-05-18,0,3806,572.02,2177108.12,Delayed,5.16,Y
PO001761,SUP0092,PRD0006,PLT002,2023-08-17,2023,8,2023-09-07,2023-09-06,-1,2687,236.79,636254.73,Delivered,5.3,Y
